kode_kegiatan,kode_eselon,nama_kegiatan,tahun_kegiatan,kode_tim_kerja,detail_anggota_tim,detail_informasi_penting,detail_jadwal,timestamp,nip_pegawai,flag_kabkot,pjk_1100,pjk_1101,pjk_1102,pjk_1103,pjk_1104,pjk_1105,pjk_1106,pjk_1107,pjk_1108,pjk_1109,pjk_1110,pjk_1111,pjk_1112,pjk_1113,pjk_1114,pjk_1115,pjk_1116,pjk_1117,pjk_1118,pjk_1171,pjk_1172,pjk_1173,pjk_1174,pjk_1175,created_at,updated_at
DE7uKkvCxpq,2024s103,Survey Perilaku Anti Korupsi (SPAK),2024,2024s102,<p><strong>Ketua Tim</strong>: Abd.Hakim<br><strong>PJK</strong>: Darwis &nbsp; &nbsp;<br><strong>Anggota</strong>: Juliana &nbsp; &nbsp;Maulidya &nbsp; &nbsp;Bahzur A &nbsp; &nbsp;A.Sugito &nbsp; &nbsp;M.Ridha</p>,<p>-</p>,"<table style=""border-collapse: collapse; width: 100.031%; border-width: 0px;"" border=""1""><colgroup><col style=""width: 50.0403%;""><col style=""width: 50.0403%;""></colgroup>
<tbody>
<tr>
<td class=""xl65"" style=""height: 12.5pt; width: 363pt; border-width: 0px;"" width=""484"" height=""17"">Pelatihan Innas</td>
<td class=""xl67"" style=""width: 308pt; border-width: 0px;"" width=""410"">6-8 Mar 2024</td>
</tr>
<tr>
<td class=""xl65"" style=""height: 12.5pt; border-width: 0px; border-top-style: none; border-top-color: initial;"" height=""17"">Pelatihan Petugas</td>
<td class=""xl67"" style=""border-width: 0px; border-top-style: none; border-top-color: initial;"">25 Mar-5 Apr 2024</td>
</tr>
<tr>
<td class=""xl66"" style=""height: 12.5pt; border-width: 0px;"" height=""17"">Pengumpulan Data</td>
<td class=""xl66"" style=""border-width: 0px;"">22 Apr-22 Mei 2024</td>
</tr>
<tr>
<td class=""xl65"" style=""height: 12.5pt; border-width: 0px;"" height=""17"">Supervisi</td>
<td class=""xl66"" style=""border-width: 0px;"">22 Apr-22 Mei 2024</td>
</tr>
</tbody>
</table>",2024-03-18 9:41:33,198109132006021001,1,,,,,,,,,,,,,,,,,,,,,,,,,,
DGJgQuNK5hM,2024s103,Survei Ketenagakerjaan Nasional (Sakernas) 2024,2024,2024s102,"<p><strong>Ketua Tim</strong>: Abd.Hakim<br><strong>PJK</strong>:Juliana&nbsp;&nbsp; &nbsp;<br><strong>Anggota</strong>: Darwis,Zelvia, M.Ridha,A.Sugito, Maulidya, Fitral, Raiski, Azwar, Munandar, Kahar</p>","<p><strong>Link Arsip Sakernas:</strong> &nbsp;<a href=""https://drive.google.com/drive/folders/1DgHzG33PSFXkT411EESBvHfwhuLuBrty"">https://drive.google.com/drive/folders/1DgHzG33PSFXkT411EESBvHfwhuLuBrty</a>&nbsp;</p>
<p><strong>Daftar DSBS&nbsp;</strong>: <a href=""http://s.bps.go.id/2024_DaftarSampel"">http://s.bps.go.id/2024_DaftarSampel</a>&nbsp;</p>
<p><strong>Dasboard Monitoring (Hanya dapat diakses oleh akun yang terdaftar)</strong> : <a href=""https://fasih-dashboard.bps.go.id/login/"">https://fasih-dashboard.bps.go.id</a></p>
<p><strong>Dashboard Evaluasi (Hanya dapat diakses oleh akun yang terdaftar)</strong>:&nbsp;<a href=""https://fasih-sm.bps.go.id"">https://fasih-sm.bps.go.id</a>&nbsp;</p>
<p><strong>Data Ketenagakerjaan :</strong> <a href=""https://drive.google.com/drive/u/2/folders/0Bw2KuSYZGXpyRmdidUcwbjJ4aGc?resourcekey=0-XSk2AqE_ysDNcJAC7bzEBw"">https://drive.google.com/drive/u/2/folders/0Bw2KuSYZGXpyRmdidUcwbjJ4aGc?resourcekey=0-XSk2AqE_ysDNcJAC7bzEBw</a>&nbsp;</p>
<p><strong>Dokumentasi Kegiatan</strong> : <a href=""http://s.bps.go.id/dokumentasi_sakernas24"">http://s.bps.go.id/dokumentasi_sakernas24</a>&nbsp;</p>","<p><strong>Sakernas Februari</strong></p>
<table style=""border-collapse: collapse; width: 99.9545%; border-width: 0px;"" border=""1""><colgroup><col style=""width: 49.9858%;""><col style=""width: 49.9858%;""></colgroup>
<tbody>
<tr>
<td class=""xl63"" style=""height: 12.5pt; width: 363pt; border-width: 0px;"" width=""484"" height=""17"">Pelatihan Innas</td>
<td class=""xl68"" style=""width: 308pt; border-width: 0px;"" width=""410"">4-11 Januari 2024</td>
</tr>
<tr>
<td class=""xl63"" style=""height: 12.5pt; border-width: 0px; border-top-style: none; border-top-color: initial;"" height=""17"">Pelatihan Inda</td>
<td class=""xl68"" style=""border-width: 0px; border-top-style: none; border-top-color: initial;"">11-18 Januari 2024</td>
</tr>
<tr>
<td class=""xl63"" style=""height: 12.5pt; border-width: 0px; border-top-style: none; border-top-color: initial;"" height=""17"">Pelatihan Petugas Lapangan</td>
<td class=""xl66"" style=""border-width: 0px; border-top-style: none; border-top-color: initial;"">22-24 Januari 2024</td>
</tr>
<tr>
<td class=""xl63"" style=""height: 12.5pt; border-width: 0px; border-top-style: none; border-top-color: initial;"" height=""17"">Pemutakhiran Rumah Tangga</td>
<td class=""xl66"" style=""border-width: 0px; border-top-style: none; border-top-color: initial;"">25 Jan-8 Feb 2024</td>
</tr>
<tr>
<td class=""xl64"" style=""height: 12.5pt; border-width: 0px; border-top-style: none; border-top-color: initial; width: 363pt;"" width=""484"" height=""17"">Pengawasan dan Pemeriksaan Pemutakhiran Rumah Tangga<span style=""mso-spacerun: yes;"">&nbsp;</span></td>
<td class=""xl67"" style=""border-width: 0px; border-top-style: none; border-top-color: initial; width: 308pt;"" width=""410"">25 Jan-9 Feb 2024</td>
</tr>
<tr>
<td class=""xl64"" style=""height: 25pt; border-width: 0px; border-top-style: none; border-top-color: initial; width: 363pt;"" width=""484"" height=""33"">Evaluasi dan Approval Data Hasil Pemutakhiran dan Penarikan Sampel oleh BPS Kab/kota</td>
<td class=""xl67"" style=""border-width: 0px; border-top-style: none; border-top-color: initial; width: 308pt;"" width=""410"">8-12 Feb 2024</td>
</tr>
<tr>
<td class=""xl63"" style=""height: 12.5pt; border-width: 0px; border-top-style: none; border-top-color: initial;"" height=""17"">Pencacahan Rumah Tangga</td>
<td class=""xl66"" style=""border-width: 0px; border-top-style: none; border-top-color: initial;"">15 Feb-7 Maret 2024</td>
</tr>
<tr>
<td class=""xl65"" style=""height: 12.5pt; width: 363pt; border-width: 0px;"" width=""484"" height=""17"">Pengawasan dan Pemeriksaan Pencacahan Rumah Tangga<span style=""mso-spacerun: yes;"">&nbsp;</span></td>
<td class=""xl65"" style=""width: 308pt; border-width: 0px;"" width=""410"">15 Feb-8 Maret 2024</td>
</tr>
<tr>
<td class=""xl63"" style=""height: 12.5pt; border-width: 0px;"" height=""17"">Entry Data</td>
<td class=""xl66"" style=""border-width: 0px;"">19 Feb-13 Maret 2024</td>
</tr>
<tr>
<td class=""xl63"" style=""height: 12.5pt; border-width: 0px; border-top-style: none; border-top-color: initial;"" height=""17"">Validasi dan Revalidasi Data</td>
<td class=""xl66"" style=""border-width: 0px; border-top-style: none; border-top-color: initial;"">1-18 Maret 2024</td>
</tr>
<tr>
<td class=""xl63"" style=""height: 12.5pt; border-width: 0px; border-top-style: none; border-top-color: initial;"" height=""17"">Evaluasi Data Awal (rekonsiliasi data)</td>
<td class=""xl69"" style=""border-width: 0px; border-top-style: none; border-top-color: initial;"">5 April 2024</td>
</tr>
<tr>
<td class=""xl63"" style=""height: 12.5pt; border-width: 0px; border-top-style: none; border-top-color: initial;"" height=""17"">Evaluasi data akhir (rekonsiliasi data)<span style=""mso-spacerun: yes;"">&nbsp;</span></td>
<td class=""xl69"" style=""border-width: 0px; border-top-style: none; border-top-color: initial;"">22 April 2024</td>
</tr>
<tr>
<td class=""xl63"" style=""height: 12.5pt; border-width: 0px; border-top-style: none; border-top-color: initial;"" height=""17"">Vicon Hasil Sakernas</td>
<td class=""xl69"" style=""border-width: 0px; border-top-style: none; border-top-color: initial;"">25 April 2024</td>
</tr>
<tr>
<td class=""xl63"" style=""height: 12.5pt; border-width: 0px; border-top-style: none; border-top-color: initial;"" height=""17"">Press Release</td>
<td class=""xl66"" style=""border-width: 0px; border-top-style: none; border-top-color: initial;"">6 Mei 2024</td>
</tr>
</tbody>
</table>
<p><strong>Sakernas Agustus</strong></p>
<table style=""border-collapse: collapse; width: 99.9545%; border-width: 0px;"" border=""1""><colgroup><col style=""width: 49.9858%;""><col style=""width: 49.9858%;""></colgroup>
<tbody>
<tr>
<td class=""xl65"" style=""height: 12.5pt; width: 363pt; border-width: 0px;"" width=""484"" height=""17"">Pelatihan Innas</td>
<td class=""xl68"" style=""width: 308pt; border-width: 0px;"" width=""410"">19-28 Juni 2024</td>
</tr>
<tr>
<td class=""xl65"" style=""height: 12.5pt; border-width: 0px; border-top-style: none; border-top-color: initial;"" height=""17"">Pelatihan Inda</td>
<td class=""xl68"" style=""border-width: 0px; border-top-style: none; border-top-color: initial;"">3-11 Juli 2024</td>
</tr>
<tr>
<td class=""xl65"" style=""height: 12.5pt; border-width: 0px; border-top-style: none; border-top-color: initial;"" height=""17"">Pelatihan Petugas Lapangan</td>
<td class=""xl68"" style=""border-width: 0px; border-top-style: none; border-top-color: initial;"">15-23 Juli 2024</td>
</tr>
<tr>
<td class=""xl65"" style=""height: 12.5pt; border-width: 0px; border-top-style: none; border-top-color: initial;"" height=""17"">Pemutakhiran Rumah Tangga</td>
<td class=""xl68"" style=""border-width: 0px; border-top-style: none; border-top-color: initial;"">24 Juli-7 Agustus 2024</td>
</tr>
<tr>
<td class=""xl66"" style=""height: 12.5pt; border-width: 0px; border-top-style: none; border-top-color: initial; width: 363pt;"" width=""484"" height=""17"">Pengawasan dan Pemeriksaan Pemutakhiran Rumah Tangga<span style=""mso-spacerun: yes;"">&nbsp;</span></td>
<td class=""xl69"" style=""border-width: 0px; border-top-style: none; border-top-color: initial; width: 308pt;"" width=""410"">24 Juli-9 Agustus 2024</td>
</tr>
<tr>
<td class=""xl66"" style=""height: 25pt; border-width: 0px; border-top-style: none; border-top-color: initial; width: 363pt;"" width=""484"" height=""33"">Evaluasi dan Approval Data Hasil Pemutakhiran dan Penarikan Sampel oleh BPS Kab/kota</td>
<td class=""xl69"" style=""border-width: 0px; border-top-style: none; border-top-color: initial; width: 308pt;"" width=""410"">8-16 Agustus 2024</td>
</tr>
<tr>
<td class=""xl65"" style=""height: 12.5pt; border-width: 0px; border-top-style: none; border-top-color: initial;"" height=""17"">Pencacahan Rumah Tangga</td>
<td class=""xl68"" style=""border-width: 0px; border-top-style: none; border-top-color: initial;"">8-30 Agustus 2024</td>
</tr>
<tr>
<td class=""xl67"" style=""height: 12.5pt; width: 363pt; border-width: 0px;"" width=""484"" height=""17"">Pengawasan dan Pemeriksaan Pencacahan Rumah Tangga<span style=""mso-spacerun: yes;"">&nbsp;</span></td>
<td class=""xl67"" style=""width: 308pt; border-width: 0px;"" width=""410"">8 Agt - 3 Sept 2024</td>
</tr>
<tr>
<td class=""xl65"" style=""height: 12.5pt; border-width: 0px;"" height=""17"">Entry Data</td>
<td class=""xl68"" style=""border-width: 0px;"">14 Agust - 6 Sept 2024</td>
</tr>
<tr>
<td class=""xl65"" style=""height: 12.5pt; border-width: 0px; border-top-style: none; border-top-color: initial;"" height=""17"">Validasi dan Revalidasi Data</td>
<td class=""xl68"" style=""border-width: 0px; border-top-style: none; border-top-color: initial;"">1 - 17 Sept 2024</td>
</tr>
<tr>
<td class=""xl65"" style=""height: 12.5pt; border-width: 0px; border-top-style: none; border-top-color: initial;"" height=""17"">Evaluasi Data Awal (rekonsiliasi data)</td>
<td class=""xl68"" style=""border-width: 0px; border-top-style: none; border-top-color: initial;"">7 Okt 2024</td>
</tr>
<tr>
<td class=""xl65"" style=""height: 12.5pt; border-width: 0px; border-top-style: none; border-top-color: initial;"" height=""17"">Evaluasi data akhir (rekonsiliasi data)<span style=""mso-spacerun: yes;"">&nbsp;</span></td>
<td class=""xl68"" style=""border-width: 0px; border-top-style: none; border-top-color: initial;"">21 Okt 2024</td>
</tr>
<tr>
<td class=""xl65"" style=""height: 12.5pt; border-width: 0px; border-top-style: none; border-top-color: initial;"" height=""17"">Vicon Hasil Sakernas</td>
<td class=""xl68"" style=""border-width: 0px; border-top-style: none; border-top-color: initial;"">24 Okt 2024</td>
</tr>
<tr>
<td class=""xl65"" style=""height: 12.5pt; border-width: 0px; border-top-style: none; border-top-color: initial;"" height=""17"">Press Release</td>
<td class=""xl70"" style=""border-width: 0px; border-top-style: none; border-top-color: initial;"">5 Nov 2024</td>
</tr>
</tbody>
</table>",2024-03-18 9:39:39,198109132006021001,1,,,,,,,,,,,,,,,,,,,,,,,,,,
DRCiGmxGBft,2024s105,Survei Usaha Penyedia Makan Minum Skala Kecil (VREST-UMK),2024,2024s103,"<p>PJK&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;: Effendy</p>
<p>Anggota&nbsp; &nbsp; : Cut Sandra&nbsp;</p>",<p>Link Dashboard:</p>,"<table style=""width: 473.984px;"" border=""1"">
<tbody>
<tr>
<td>Pelatihan/Briefing&nbsp;Innas dan Petugas*)</td>
<td>&nbsp; April 2024</td>
</tr>
<tr>
<td>Pencacahan</td>
<td>&nbsp; Mei - Juli 2024</td>
</tr>
</tbody>
</table>
<p>&nbsp;</p>
<p>*) Pelatihan/Briefing dilakukan secara online</p>",2024-02-06 11:41:42,198411122006042002,0,,,,,,,,,,,,,,,,,,,,,,,,,,
DvIjOuDFsmN,2024s104,Pengutipan Direktori Perusahaan Konstruksi 2025,2025,2025s104,"<ol>
<li>Cut Malahayati</li>
<li>Fikri</li>
</ol>","<ul>
<li>Secara &nbsp;garis &nbsp;besar, &nbsp;tujuan &nbsp;dari &nbsp;kegiatan &nbsp;Pengutipan &nbsp;Perusahaan &nbsp;Konstruksi adalah sebagai berikut:<br>1. &nbsp;Menyaring dan mendapatkan perusahaan konstruksi yang belum terdapat di direktori perusahaan konstruksi.<br>2. &nbsp;Mendapatkan &nbsp;informasi &nbsp;tentang &nbsp;perusahaan &nbsp;konstruksi &nbsp;aktif &nbsp;yang &nbsp;memiliki proyek sebagai alternatif pengganti sampel survei perusahaan konstruksi.<br>3. &nbsp;Memperkaya &nbsp;sampling &nbsp;frame &nbsp;sebagai &nbsp;dasar &nbsp;pengambilan &nbsp;sampel &nbsp;survei perusahaan konstruksi.</li>
<li>kegiatan Pengutipan oleh BPS Provinsi dan BPS Kabupaten/Kota dilakukan dengan melakukan &nbsp;kunjungan &nbsp;ke &nbsp;paling &nbsp;sedikit &nbsp;2 &nbsp;OPD &nbsp;(Organisasi &nbsp;Perangkat &nbsp;Daerah)/Instansi Terkait/Asosiasi, baik di provinsi maupun di kabupaten/kota.</li>
<li>Monitoring Dashboard:&nbsp;<a title=""Monitoring Dashboard"" href=""https://fasih-dashboard.bps.go.id/"">https://fasih-dashboard.bps.go.id</a>&nbsp;</li>
<li>Buku Pedoman Pengutipan Direktori Perusahaan Konstruksi 2025: <a title=""Buku Pedoman Pengutipan Direktori Perusahaan Konstruksi 2025"" href=""https://drive.bps.go.id/apps/onlyoffice/s/42TYC3MqsMdFXy9?fileId=71470149"">https://drive.bps.go.id/apps/onlyoffice/s/42TYC3MqsMdFXy9?fileId=71470149</a></li>
<li>Daftar Sampel:&nbsp;<a title=""Daftar Sampel"" href=""https://docs.google.com/spreadsheets/d/1GjhmnFoWqrLPgEbxoQASrSrWwKNY_qhoE7kBveKIWug/edit?gid=1339402030#gid=1339402030"">https://docs.google.com/spreadsheets/d/1GjhmnFoWqrLPgEbxoQASrSrWwKNY_qhoE7kBveKIWug/edit?gid=1339402030#gid=1339402030</a></li>
<li>Dokumen Pengutipan Direktori Perusahaan Konstruksi 2025: <a title=""Dokumen Pengutipan Direktori Perusahaan Konstruksi 2025"" href=""https://drive.bps.go.id/s/42TYC3MqsMdFXy9"">https://drive.bps.go.id/s/42TYC3MqsMdFXy9</a></li>
</ul>",NULL,2025-07-25 17:43:23,198804162008011001,0,,,,,,,,,,,,,,,,,,,,,,,,,,
dXINai0SvSt,2024s104,Survei Industri Mikro dan Kecil (IMK) Triwulanan,2025,2025s104,<p>Melly<br>Rodiah</p>,"<ul>
<li>Survei Industri Mikro dan Kecil Triwulanan menghasilkan indikator Indeks Produksi IMK Triwulanan untuk memenuhi kebutuhan PDRB sektor industri pengolahan per triwulan.</li>
<li>Kegiatan ini menggunakan moda CAPI dengan aplikasi FASIH, dengan sampel berupa usaha/perusahaan terpilih yang berskala mikro dan kecil pada 23 kabupaten/kota di Provinsi Aceh.</li>
<li>Monitoring Dashboard: <a href=""https://fasih-dashboard.bps.go.id"">https://fasih-dashboard.bps.go.id</a>&nbsp;</li>
</ul>",NULL,2025-02-17 11:21:26,198604222009022005,0,,,,,,,,,,,,,,,,,,,,,,,,,,
dYERBtUF0jX,2024s103,Survei Nasional Pengalaman Hidup Anak dan Remaja (SNPHAR) 2024,2024,2024s102,<p><strong>Ketua Tim:</strong> Abd.Hakim<br><strong>PJK</strong>: M.Ridha &nbsp; &nbsp;<br><strong>Anggota</strong> : Darwis &nbsp; &nbsp;Maulidya &nbsp; &nbsp;Bahzur A &nbsp; &nbsp;Juliana &nbsp; &nbsp;Zelvia &nbsp; &nbsp;A.Sugito</p>,<p>-</p>,"<table style=""border-collapse: collapse; width: 100.031%; border-width: 0px;"" border=""1""><colgroup><col style=""width: 50.0403%;""><col style=""width: 50.0403%;""></colgroup>
<tbody>
<tr>
<td class=""xl65"" style=""height: 12.5pt; width: 363pt; border-width: 0px;"" width=""484"" height=""17"">Pelatihan Petugas Pemutakhiran (Daring)</td>
<td class=""xl66"" style=""width: 308pt; border-width: 0px;"" width=""410"">18-19 Apr 2024</td>
</tr>
<tr>
<td class=""xl65"" style=""height: 12.5pt; border-width: 0px; border-top-style: none; border-top-color: initial;"" height=""17"">Pelaksanaan Pemutakhiran</td>
<td class=""xl66"" style=""border-width: 0px; border-top-style: none; border-top-color: initial;"">29 Apr-10 Mei 2024</td>
</tr>
<tr>
<td class=""xl65"" style=""height: 12.5pt; border-width: 0px; border-top-style: none; border-top-color: initial;"" height=""17"">Pelatihan Petugas (Luring)</td>
<td class=""xl66"" style=""border-width: 0px; border-top-style: none; border-top-color: initial;"">29 Apr-4 Mei 2024</td>
</tr>
<tr>
<td class=""xl65"" style=""height: 12.5pt; border-width: 0px; border-top-style: none; border-top-color: initial;"" height=""17"">Pelaksanaan Lapangan</td>
<td class=""xl66"" style=""border-width: 0px; border-top-style: none; border-top-color: initial;"">20 Mei-7 Juni 2024</td>
</tr>
</tbody>
</table>",2024-03-18 9:44:04,198109132006021001,1,,,,,,,,,,,,,,,,,,,,,,,,,,
DzDjCZyQpZE,2024s106,Rekonsiliasi PDRB Kabupaten/Kota,2024,2024s106,"<div class=""daftar"">
<p>Ketua Tim: Meita Jumiartanti</p>
<ul>
<li>PIC Produksi: Ridha Meutia &amp; Fitri Mulyani</li>
<li>PIC Pengeluaran: Hendra Dharmawan &amp; Ar Razy Ridha Maulana</li>
</ul>
</div>",<p>(akan dilengkapi kemudian)</p>,"<p>Rekon Tahunan</p>
<p>Rekon Triwulanan</p>",2024-02-20 12:00:56,198512092009021002,0,,,,,,,,,,,,,,,,,,,,,,,,,,
E1eg0TEvwZh,2024s105,Survei Usaha Penyediaan Makanan Minuman (VREST),2025,2025s103,<p>Akhmad Sugito</p>,<p>Tujuan</p>,NULL,2025-07-25 15:33:40,198407082008011003,0,,,,,,,,,,,,,,,,,,,,,,,,,,
E9m9ydApOd1,2024s106,Penyusunan Publikasi PDRB Menurut Pengeluaran Triwulan 3,2025,2025s106,"<p>PJK:&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>
<p>Hendra Dharmawan, SST, M.Si</p>
<p>Anggota:&nbsp; &nbsp;</p>
<ol>
<li>Mazaya Alifah Syadzwina, S.Tr.Stat</li>
<li>Cahya Danu Rahman, SST</li>
</ol>","<p>Salah satu parameter yang digunakan untuk melihat gambaran kinerja&nbsp;perekonomian secara makro suatu wilayah dalam periode tertentu adalah&nbsp;Produk Domestik Regional Bruto (PDRB). Jika PDRB dilihat dari sisi&nbsp;pengeluaran dapat menggambarkan konsumsi masyarakat, konsumsi&nbsp;pemerintah, investasi dan neraca perdagangan.<br>Publikasi Produk Domestik Regional Bruto Menurut Pengeluaran Provinsi Aceh Triwulan 3 Tahun 2025 mendiseminasikan kajian tentang gambaran kinerja perekonomian secara lebih dini dan lengkap pada periode tersebut.</p>",NULL,2025-07-24 10:06:58,198910212010122006,0,,,,,,,,,,,,,,,,,,,,,,,,,,
EdsusCVKE1D,2024s105,Survei Jasa Penunjang Angkutan Domestik,2024,2024s103,"<p>PJK&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;: Hani'ah</p>
<p>Anggota&nbsp; &nbsp; : Akhmad Sugito&nbsp;</p>
<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Ferfi Hamdina&nbsp;</p>",<p>Link Dashboard</p>,"<table style=""width: 473.984px;"" border=""1"">
<tbody>
<tr>
<td>Pelatihan Innas dan Petugas</td>
<td>&nbsp;</td>
</tr>
<tr>
<td>Pencacahan</td>
<td>&nbsp;&nbsp;2024</td>
</tr>
</tbody>
</table>",2024-02-05 11:43:53,198411122006042002,0,,,,,,,,,,,,,,,,,,,,,,,,,,
eE46KLiqzzx,2024s103,Statisik Kependudukan,2024,2024s102,<p><strong>Ketua </strong>Tim: Abd.Hakim<br><strong>PJK</strong>:M.Ridha &nbsp; &nbsp;<br><strong>Anggota </strong>:A.Sugito &nbsp; &nbsp;Darwis &nbsp; &nbsp;Juliana &nbsp; &nbsp;Zelvia &nbsp; &nbsp;Maulidya &nbsp; &nbsp;Fitral</p>,"<p><em>Statistik kependukan berisi informasi terkait data Demografi (Jumlah Penduduk &amp; Parameter Demografi)</em></p>
<p>Proyeksi Penduduk (<strong>Link Untuk Internal)</strong> dapat di akses melalui link : <a href=""https://drive.google.com/drive/u/2/folders/0Bw2KuSYZGXpyc1FEcGZfOGhCTFk?resourcekey=0-Sh6eLh1F0qLw_GrQhKpGvw"">https://drive.google.com/drive/u/2/folders/0Bw2KuSYZGXpyc1FEcGZfOGhCTFk?resourcekey=0-Sh6eLh1F0qLw_GrQhKpGvw</a>&nbsp;</p>
<p>Parameter Demografi dapat di akses melalui link : <a href=""https://drive.google.com/drive/u/2/folders/1kT4U5hqqL0sFZ9y0Sh85QXSin3zwRPsH"">https://drive.google.com/drive/u/2/folders/1kT4U5hqqL0sFZ9y0Sh85QXSin3zwRPsH</a>&nbsp;</p>","<p><span style=""font-size: 12pt;""><strong><span style=""color: rgb(186, 55, 42);""><span style=""line-height: 107%; font-family: Calibri, 'sans-serif';"">Jadwal Pelaksanaan Implementasi Platform Sistem Statistik Hayati Indonesia (SSHI) : N/A</span></span></strong></span></p>
<p><span style=""color: rgb(186, 55, 42);""><strong>Provinsi Aceh tidak termasuk dalam wilayah Uji Coba SUPAS2025&nbsp;</strong></span></p>",2024-03-18 9:45:04,198109132006021001,1,,,,,,,,,,,,,,,,,,,,,,,,,,
eElZOm8dMx5,2024s101,Revisi Anggaran,2024,2024s101,"<p>PJK&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; : Reza Rezki Pulungan</p>
<p>Anggota : Kanasha Humaira</p>","<p>Revisi Anggaran terdiri atas:&nbsp;</p>
<p>a. Revisi Anggaran dalam hal Pagu Anggaran berubah;</p>
<p>b. Revisi Anggaran dalam hal Pagu Anggaran tetap; dan</p>
<p>c. Revisi Administrasi.</p>
<p>&nbsp;</p>
<p>Petunjuk Teknis Revisi Anggaran</p>
<p><a href=""https://drive.google.com/file/d/12lO15qo7JKledsMboIeXXoi0d-098POd/view"">1. PMK No 62 Tahun 2023 Tentang Perencanaan Anggaran, Pelaksanaan Anggaran serta Akuntansi dan Pelaporan Keuangan</a></p>
<p><a href=""https://drive.google.com/file/d/1IiIQJPSGhjfdX0OG1iwMNukAIqPYVgU8/view"">2. PER-9/PB/2023 Tentang Petunjuk Teknis Revisi Anggaran yang menjadi Kewenangan Direktorat Jenderal Perbendaharaan</a></p>
<p>&nbsp;</p>","<p><strong>Batas Akhir Revisi Anggaran</strong></p>
<table style=""border-collapse: collapse; width: 100%;"" border=""1""><colgroup><col style=""width: 38.1066%;""><col style=""width: 61.8536%;""></colgroup>
<tbody>
<tr>
<td>Hari kesepuluh bulan Februari 2024</td>
<td>Pemutakhiran Halaman III DIPA Triwulan I 2024</td>
</tr>
<tr>
<td>Hari kesepuluh bulan April 2024</td>
<td>Pemutakhiran Halaman III DIPA Triwulan II 2024</td>
</tr>
<tr>
<td>Hari kesepuluh bulan Juli 2024</td>
<td>Pemutakhiran Halaman III DIPA Triwulan III 2024</td>
</tr>
<tr>
<td>Hari kesepuluh bulan Oktober 2024</td>
<td>Pemutakhiran Halaman III DIPA Triwulan IV 2024</td>
</tr>
<tr>
<td>31 Oktober 2024</td>
<td>Pengesahan revisi anggaran yang menjadi kewenangan DJA</td>
</tr>
<tr>
<td>30 November 2024</td>
<td>Pengesahan revisi anggaran yang menjadi kewenangan DJPb</td>
</tr>
<tr>
<td>27 Desember 2024</td>
<td>Pemutakhiran data berkaitan dengan revisi POK oleh KPA, termasuk yang mengakibatkan perubahan halaman III DIPA</td>
</tr>
<tr>
<td>31 Desember 2024</td>
<td>Revisi anggaran penyelesaian pagu minus belanja pegawai</td>
</tr>
</tbody>
</table>",2024-06-25 14:13:38,198504232008011001,1,,,,,,,,,,,,,,,,,,,,,,,,,,
EGnBnfnQZgf,2024s106,"Penghitungan IPM, IPG, IDG, dan IKG",2024,2024s106,"<div class=""card-body"">
<p>PJK: Dr. Azwar</p>
<p>Anggota: Juliana</p>
</div>",<p>(akan dilengkapi kemudian)</p>,"<p>Pengumpulan Data</p>
<p>Rekonsiliasi</p>
<p>(akan dilengkapi kemudian)</p>",2024-02-20 12:01:30,198512092009021002,0,,,,,,,,,,,,,,,,,,,,,,,,,,
ejZEquriQbN,2024s101,SAKIP,2024,2024s101,<p>-</p>,<p>-</p>,<p>-</p>,2024-02-19 14:46:27,198407082008011003,0,,,,,,,,,,,,,,,,,,,,,,,,,,
